"","Sample_ID","OR","Project","Date_sampled","WY","FL","TW","Station_code","Site.Name","Region_USE","Lat","Long","Region_subdivided5"
"386","DM17150",238.701,"DM","2017-02-28",2017,42,0.57,"SA001M","Treasure Island","Bay",37.81359296,-122.3700263,"Bay"
"387","DM17152",342.036,"DM","2017-03-24",2017,57,1.41,"SF014E","Wimpys","Delta",38.2269122,-121.4911887,"Cosumnes runoff"
"388","DM17159",276.658,"DM","2017-02-24",2017,46,0.71,"SA004W","Tiburon","Bay",37.89532751,-122.4901519,"Bay"
"389","DM17164",258.615,"DM","2017-02-24",2017,35,0.25,"SP000W","McNears Beach","Bay",37.9924155,-122.4522969,"Bay"
"390","DM17170",247.001,"DM","2017-02-14",2017,45,0.82,"SJ005N","Eddos","Delta",38.05079336,-121.6994317,"West Delta"
"391","DM17176",234.27,"DM","2017-02-09",2017,38,0.44,"SJ063W","Big Beach","SJR",37.72497212,-121.2968653,"Lower SJR"
"392","DM17178",289.495,"DM","2017-02-09",2017,49,0.9,"SR012W","Sandy Beach","Delta",38.13888707,-121.6953247,"Yolo runoff"
"393","DM17180",273.986,"DM","2017-02-09",2017,43,0.56,"SR012W","Sandy Beach","Delta",38.13888707,-121.6953247,"Yolo runoff"
"394","DM17196",240.728,"DM","2017-02-07",2017,37,0.34,"SF014E","Wimpys","Delta",38.2269122,-121.4911887,"Cosumnes runoff"
"395","DM17202",306.418,"DM","2017-02-15",2017,46,0.76,"SJ051E","Dos Reis","SJR",37.83069661,-121.3113902,"Lower SJR"
"396","DM17205",251.926,"DM","2017-02-15",2017,41,0.59,"SJ051E","Dos Reis","SJR",37.83069661,-121.3113902,"Lower SJR"
"397","DM17210",272.401,"DM","2017-02-01",2017,37,0.38,"SJ005N","Eddos","Delta",38.05079336,-121.6994317,"West Delta"
"398","DM17212",218.567,"DM","2017-01-24",2017,45,0.41,"SA010W","San Quentin","Bay",37.94149424,-122.4824584,"Bay"
"399","DM17213",230.53,"DM","2017-01-24",2017,40,0.28,"SJ051E","Dos Reis","SJR",37.83069661,-121.3113902,"Lower SJR"
"400","DM17281",334.239,"DM","2017-04-11",2017,52,1.11,"SJ001S","Antioch Dunes","Delta",38.01480683,-121.7827132,"West Delta"
"401","DM17291",350.445,"DM","2017-04-20",2017,64,2.46,"SR014W","Rio Vista","Delta",38.18651797,-121.6626646,"Yolo runoff"
"402","DM17295",347.976,"DM","2017-04-20",2017,50,1.16,"SR012W","Sandy Beach","Delta",38.13888707,-121.6953247,"Yolo runoff"
"403","DM17299",333.103,"DM","2017-04-19",2017,55,1.1,"SR043W","Clarksburg","Sac",38.38304913,-121.5208997,"Lower Sac"
"404","DM17317",359.76,"DM","2017-04-27",2017,61,1.73,"SR014W","Rio Vista","Delta",38.18651797,-121.6626646,"Yolo runoff"
"405","DM17541",449.06,"DM","2017-06-19",2017,86,6.3,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"406","DM17542",524.243,"DM","2017-06-19",2017,90,7.59,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"407","DM17543",505.26,"DM","2017-06-19",2017,87,6.93,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"408","DM17549",525.992,"DM","2017-06-05",2017,80,4.63,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"409","DM17553",478.201,"DM","2017-06-07",2017,79,4.56,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"410","DM17562",517.133,"DM","2017-05-26",2017,101,10.94,"SB018X","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"411","DM17566",576.619,"DM","2017-06-02",2017,97,8.37,"SB018N","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"412","DM17659",445.828,"DM","2017-03-27",2017,70,3.25,"SB018N","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"413","DM17783",251.911,"DM","2017-03-01",2017,46,0.63,"SR055M","Sherwood Harbor","Sac",38.53278804,-121.5233336,"Lower Sac"
"414","DM18006",544.108,"DM","2018-04-18",2018,78,5.26,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"415","DM18063",472.677,"DM","2018-04-27",2018,85,5.75,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"416","DM18158",359.408,"DM","2018-05-03",2018,63,2.72,"SS011N","Steamboat Slough","Delta",38.30472188,-121.5749397,"Lower Sac"
"417","DM18161",377.195,"DM","2018-05-03",2018,60,2.34,"SS011N","Steamboat Slough","Delta",38.30472188,-121.5749397,"Lower Sac"
"418","DM18390",304.119,"DM","2018-04-10",2018,37,0.37,"SR014W","Rio Vista","Delta",38.18651797,-121.6626646,"Yolo runoff"
"419","DM18396",365.188,"DM","2018-03-12",2018,51,1.49,"SR049E","Garcia Bend","Sac",38.47805124,-121.543378,"Lower Sac"
"420","DM18398",337.422,"DM","2018-03-12",2018,46,1.11,"SR049E","Garcia Bend","Sac",38.47805124,-121.543378,"Lower Sac"
"421","DM18401",334.306,"DM","2018-04-05",2018,58,2.52,"SS011N","Steamboat Slough","Delta",38.30472188,-121.5749397,"Lower Sac"
"422","DM18411",359.082,"DM","2018-03-26",2018,60,2.14,"SS011N","Steamboat Slough","Delta",38.30472188,-121.5749397,"Lower Sac"
"423","DM18414",347.767,"DM","2018-03-26",2018,59,3.65,"SS011N","Steamboat Slough","Delta",38.30472188,-121.5749397,"Lower Sac"
"424","DM18454",576.344,"DM","2018-05-12",2018,86,6.67,"SR055M","Sherwood Harbor","Sac",38.53278804,-121.5233336,"Lower Sac"
"425","DM18522",241.571,"DM","2018-01-17",2018,38,0.35,"SR055M","Sherwood Harbor","Sac",38.53278804,-121.5233336,"Lower Sac"
"426","DM18571",331.386,"DM","2018-03-22",2018,62,2.42,"SR043W","Clarksburg","Sac",38.38304913,-121.5208997,"Lower Sac"
"427","DM18577",269.899,"DM","2018-03-29",2018,44,0.61,"SJ026S","Medford Island","Delta",38.05160734,-121.5098959,"excl"
"428","DM18594",283.734,"DM","2018-03-09",2018,48,0.98,"SR049E","Garcia Bend","Sac",38.47805124,-121.543378,"Lower Sac"
"429","DM18640",325.18,"DM","2018-03-01",2018,50,0.9,"SR049E","Garcia Bend","Sac",38.47805124,-121.543378,"Lower Sac"
"430","DM18647",311.234,"DM","2018-03-01",2018,47,0.95,"SR049E","Garcia Bend","Sac",38.47805124,-121.543378,"Lower Sac"
"431","DM18673",401.335,"DM","2018-03-26",2018,64,2.65,"SS011N","Steamboat Slough","Delta",38.30472188,-121.5749397,"Lower Sac"
"432","DM19005",469.366,"DM","2019-06-21",2019,82,4.86,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"433","DM19018",441.065,"DM","2019-06-07",2019,71,3.4,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"434","DM19031",463.456,"DM","2019-05-31",2019,83,5.61,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"435","DM19037",483.546,"DM","2019-05-31",2019,90,7.82,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"436","DM19039",354.92,"DM","2019-04-11",2019,59,2.06,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"437","DM19051",532.018,"DM","2019-05-31",2019,87,5.92,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"438","DM19091",512.818,"DM","2019-05-29",2019,86,6.55,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"439","DM19118",421.621,"DM","2019-04-09",2019,70,3.43,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"440","DM19126",472.788,"DM","2019-05-29",2019,84,5.55,"SB018N","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"441","DM19127",452.147,"DM","2019-06-14",2019,79,4.6,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"442","DM19128",258.982,"DM","2019-03-18",2019,41,0.56,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"443","DM19146",485.929,"DM","2019-05-23",2019,88,6.86,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"444","DM19153",418.782,"DM","2019-04-14",2019,64,2.95,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"445","DM19180",465.035,"DM","2019-06-03",2019,80,5.18,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"446","DM19184",520.758,"DM","2019-06-14",2019,92,8.06,"SB018N","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"447","DM19185",473.266,"DM","2019-05-28",2019,87,6.65,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"448","DM19192",478.713,"DM","2019-06-07",2019,85,5.89,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"449","DM19195",501.256,"DM","2019-06-10",2019,85,5.79,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"450","DM19219",555.513,"DM","2019-05-20",2019,95,8.67,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"451","DM19242",426.355,"DM","2019-04-01",2019,67,3.42,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"452","DM19275",422.502,"DM","2019-05-28",2019,88,6.86,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"453","DM19276",456.279,"DM","2019-06-12",2019,86,5.49,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"454","DM19340",518.36,"DM","2019-05-20",2019,88,6.78,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"455","DM19343",465.474,"DM","2019-05-21",2019,87,6.37,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"456","DM19399",554.425,"DM","2019-05-21",2019,90,7.2,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"457","DM19427",480.045,"DM","2019-05-24",2019,78,5.85,"SB018N","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"458","DM19429",537.438,"DM","2019-05-24",2019,86,6.12,"SB018N","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"459","DM19479",538.792,"DM","2019-05-19",2019,90,7.22,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"460","DM19481",462.719,"DM","2019-05-24",2019,83,5.65,"SB018N","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"461","DM19544",523.553,"DM","2019-05-30",2019,82,5.27,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"462","DM19546",531.73,"DM","2019-05-30",2019,95,8.47,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"463","DM19571",490.715,"DM","2019-06-10",2019,84,5.62,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"464","DM19573",576.189,"DM","2019-06-03",2019,95,9.39,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"465","DM19574",431.845,"DM","2019-06-10",2019,78,4.89,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"466","DM19581",500.026,"DM","2019-05-06",2019,79,5.24,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"467","DM19617",203.837,"DM","2019-02-19",2019,37,0.33,"SR055M","Sherwood Harbor","Sac",38.53278804,-121.5233336,"Lower Sac"
"468","DM20038",530.128,"DM","2020-05-14",2020,81,4.48,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"469","DM20063",506.165,"DM","2020-05-10",2020,94,7.21,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"470","DM20085",465.374,"DM","2020-04-28",2020,85,5.85,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"471","DM20086",509.862,"DM","2020-04-28",2020,85,5.06,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"472","DM20111",575.893,"DM","2020-05-12",2020,91,6.55,"SB018N","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"473","DM20147",507.662,"DM","2020-05-12",2020,86,5.71,"SB018N","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"474","DM20166",542.235,"DM","2020-05-10",2020,87,6.5,"SB018N","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"475","DM20232",523.934,"DM","2020-04-30",2020,82,5.22,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"476","DM20410",514.423,"DM","2020-04-24",2020,84,5.77,"SB018M","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"477","DM21047",536.874,"DM","2021-05-14",2021,79,4.56,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"478","DM21125",515.682,"DM","2021-05-09",2021,76,3.92,"SR055M","Sherwood Harbor","Sac",38.53278804,-121.5233336,"Lower Sac"
"479","DM21130",449.943,"DM","2021-04-30",2021,85,5.68,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"480","DM21141",544.469,"DM","2021-05-06",2021,88,6.62,"SB018N","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"481","DM21197",480.545,"DM","2021-04-26",2021,86,6.44,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
"482","DM21278",524.579,"DM","2021-04-27",2021,85,6.33,"SB018S","Chipps Island","Chipps",38.04365479,-121.9112847,"Chipps"
