Year,Sample Number,Age,Readage,Recovery Date,Fork Length (mm),Sex,CWT Code
2009,5200,0,3,39996,750,F,
2009,5201,0,3,39996,690,F,
2009,5202,0,0,39996,750,F,
2009,5203,3,3,39996,790,F,051697
2009,5204,0,3,39996,740,F,
2009,5205,3,0,39996,830,M,053471
2009,5206,0,3,39996,760,F,
2009,5207,0,0,39996,950,M,
2009,5208,0,3,39996,740,F,
2009,5209,0,3,39996,775,M,
2009,5210,0,3,39996,660,F,
2009,5211,0,2,39996,540,M,
2009,5212,0,3,39996,730,F,
2009,5213,0,3,39996,740,F,
2009,5214,0,3,39996,780,F,
2009,5215,0,3,39996,740,F,
2009,5216,0,3,39996,710,F,
2009,5217,0,3,39996,750,F,
2009,5218,0,3,39996,830,F,
2009,5219,0,3,39996,740,F,
2009,5220,3,3,39996,740,F,052490
2009,5221,0,3,39996,750,F,100000
2009,5222,0,3,39996,730,F,
2009,5223,0,3,39998,880,M,
2009,5224,0,0,39998,900,M,
2009,5225,0,3,39998,790,F,
2009,5226,3,3,39998,750,F,052491
2009,5227,0,3,39999,780,F,
2009,5228,0,3,39999,660,F,
2009,5229,3,3,39999,875,M,052368
2009,5230,0,3,39999,750,F,
2009,5231,0,0,39999,740,F,
2009,5232,0,3,39999,760,F,
2009,5233,0,0,39999,850,M,
2009,5234,0,3,39999,690,F,
2009,5235,0,3,39999,700,F,
2009,5236,0,3,39999,740,F,
2009,5237,0,3,39999,830,M,
2009,5238,0,3,39999,790,M,
2009,5239,0,0,39999,780,F,
2009,5240,0,3,39999,790,F,
2009,5241,0,3,39999,800,M,
2009,5242,0,3,39999,700,F,
2009,5243,0,3,39999,740,M,
2009,5245,0,3,39999,780,F,
2009,5246,0,3,39999,700,F,
2009,5247,0,3,40001,830,M,
2009,5248,0,3,40001,760,F,
2009,5249,0,3,40001,920,M,
2009,5250,0,3,40001,750,M,
2009,5251,0,3,40001,860,M,
2009,5252,0,3,40001,680,F,
2009,5253,3,3,40001,800,F,053466
2009,5254,3,3,40002,700,F,051698
2009,5255,0,3,40002,730,F,
2009,5256,3,3,40002,801,F,052368
2009,5257,0,4,40002,890,F,
2009,5258,0,3,40002,740,M,
2009,5259,0,3,40002,741,F,
2009,5260,0,3,40002,750,F,
2009,5261,3,3,40002,710,F,053468
2009,5262,0,0,40002,900,M,
2009,5264,0,3,40002,710,F,100000
2009,5266,0,3,40002,815,F,
2009,5267,0,0,40002,874,M,
2009,5268,3,3,40002,789,F,052493
2009,5269,3,3,40002,760,F,051698
2009,5270,0,3,40002,760,F,
2009,5271,0,3,40002,770,F,
2009,5272,3,3,40002,680,F,052493
2009,5273,0,3,40002,699,F,100000
2009,5274,0,3,40004,660,F,
2009,5275,0,3,40004,848,M,
2009,5276,0,3,40004,760,F,100000
2009,5277,0,3,40004,751,F,
2009,5278,0,3,40005,685,F,
2009,5279,0,3,40005,740,F,
2009,5280,0,3,40005,790,F,
2009,5281,3,3,40005,715,F,052493
2009,5282,0,3,40005,790,F,
2009,5283,0,3,40005,725,F,
2009,5285,0,3,40005,745,F,
2009,5286,0,3,40005,730,F,
2009,5287,0,3,40005,748,F,
2009,5288,0,3,40005,750,F,100000
2009,5289,0,3,40006,845,M,100000
2009,5290,0,3,40007,730,F,
2009,5291,0,3,40007,690,F,
2009,5292,0,3,40007,760,M,
2009,5294,0,3,40008,730,F,
2009,5295,0,3,40008,670,F,
2009,5296,3,3,40008,680,F,053471
2009,5297,0,3,40008,750,F,
2009,5298,0,3,40008,830,F,
2009,5299,0,3,40008,710,F,
2009,5300,0,3,40008,740,F,
2009,5301,0,3,40008,760,F,
2009,5303,0,3,40008,750,F,
2009,5304,0,3,40011,760,F,
2009,5305,0,0,40011,720,F,
2009,5306,0,3,40011,845,F,
2009,5307,0,3,40011,710,F,
2009,5309,0,3,40017,800,M,
2009,5310,3,3,40017,755,F,053470
2009,5311,0,3,40017,740,F,100000
2009,5312,0,3,40020,770,F,
2009,5313,3,3,40023,750,F,053468
2009,5314,0,3,40029,781,F,
2009,5315,0,3,40035,755,F,100000
2009,7001,0,3,39942,820,F,
2009,7002,0,0,39950,880,M,
2009,7003,0,3,39954,760,F,
2009,7004,0,2,39956,430,M,
2009,7005,0,3,39960,810,F,
2009,7006,0,4,39962,930,M,
2009,7007,0,2,39963,390,M,
2009,7008,0,4,39963,920,M,
2009,7009,0,4,39965,955,M,
2009,7010,3,4,39966,925,M,051698
2009,7011,0,3,39966,690,F,
2009,7012,0,3,39966,910,M,
2009,7013,3,3,39966,815,M,053472
2009,7014,3,3,39966,830,M,053471
2009,7015,0,3,39966,770,F,
2009,7016,3,3,39966,740,F,052368
2009,7017,0,3,39966,780,F,
2009,7018,0,3,39969,890,M,
2009,7019,0,3,39969,800,F,
2009,7020,0,3,39969,730,F,
2009,7021,0,3,39972,740,F,
2009,7022,0,3,39972,740,F,
2009,7023,0,3,39972,770,F,
2009,7024,0,3,39972,730,F,
2009,7025,0,3,39972,770,F,
2009,7026,0,4,39972,910,M,
2009,7027,0,4,39972,1010,M,
2009,7028,0,3,39972,880,M,
2009,7029,3,3,39972,790,F,053473
2009,7030,0,3,39972,800,F,
2009,7031,0,3,39974,860,M,
2009,7032,3,3,39974,750,M,053473
2009,7033,0,3,39974,820,F,
2009,7034,0,3,39975,760,F,
2009,7035,0,3,39975,890,M,
2009,7036,0,3,39975,890,M,
2009,7037,0,3,39975,770,F,
2009,7038,0,4,39975,950,M,
2009,7039,0,3,39975,800,F,
2009,7040,0,3,39975,870,M,
2009,7041,0,3,39975,860,M,
2009,7042,0,0,39975,890,M,
2009,7043,0,3,39975,880,M,100000
2009,7044,0,3,39975,710,F,
2009,7045,0,3,39975,780,F,
2009,7046,0,4,39975,920,M,
2009,7047,3,3,39977,830,M,052493
2009,7048,0,3,39977,820,M,100000
2009,7049,0,3,39977,720,F,
2009,7050,0,3,39977,840,F,
2009,7051,0,0,39978,850,F,
2009,7052,0,3,39978,810,M,
2009,7053,0,3,39978,780,F,
2009,7054,0,4,39978,900,M,
2009,7055,0,3,39978,795,M,
2009,7056,0,3,39978,895,M,
2009,7057,0,3,39979,870,M,
2009,7058,0,0,39980,880,M,
2009,7059,0,4,39980,920,M,
2009,7060,0,4,39980,990,M,
2009,7061,0,3,39980,760,F,
2009,7062,0,3,39980,780,F,
2009,7063,3,3,39980,720,F,053399
2009,7064,0,3,39981,730,F,
2009,7065,0,3,39981,865,F,
2009,7066,0,3,39981,850,F,
2009,7067,0,3,39981,830,M,
2009,7068,0,3,39981,735,F,
2009,7069,3,3,39981,760,F,052368
2009,7070,0,3,39981,770,F,
2009,7071,0,3,39981,840,M,
2009,7072,0,3,39981,740,F,100000
2009,7073,0,3,39981,870,F,
2009,7074,0,2,39981,600,M,
2009,7075,3,3,39981,750,F,053472
2009,7076,0,3,39981,810,F,
2009,7077,0,3,39981,810,F,
2009,7078,3,3,39981,770,F,053470
2009,7079,0,3,39981,710,F,
2009,7080,0,3,39981,910,M,
2009,7081,0,4,39981,940,M,
2009,7082,0,3,39981,750,F,
2009,7083,3,3,39981,790,F,053469
2009,7084,0,3,39981,850,M,
2009,7085,0,3,39981,770,F,
2009,7086,0,3,39981,920,M,
2009,7087,3,3,39981,820,M,051698
2009,7088,0,3,39981,880,M,
2009,7089,0,3,39981,830,F,
2009,7090,3,3,39981,770,F,053467
2009,7091,0,3,39981,890,M,
2009,7092,0,3,39981,790,F,
2009,7093,0,3,39981,830,F,
2009,7094,0,4,39982,920,M,
2009,7095,0,4,39983,910,M,
2009,7096,3,3,39983,790,F,053470
2009,7097,0,3,39983,800,F,
2009,7098,0,3,39983,910,M,
2009,7099,0,4,39983,920,M,
2009,7100,0,3,39983,890,M,
2009,7101,3,3,39983,730,F,053469
2009,7102,0,3,39983,840,M,
2009,7103,0,3,39983,870,M,
2009,7104,0,3,39983,690,M,
2009,7105,0,3,39983,720,F,
2009,7106,0,3,39983,920,M,
2009,7107,0,3,39983,750,F,
2009,7108,0,3,39984,900,M,
2009,7109,0,4,39984,905,M,
2009,7110,0,3,39984,0,M,
2009,7111,0,3,39984,830,M,
2009,7112,0,3,39984,790,F,
2009,7113,3,3,39984,720,F,053469
2009,7114,0,3,39984,805,M,
2009,7115,0,3,39984,780,F,100000
2009,7116,0,3,39984,750,F,
2009,7117,0,3,39984,890,M,
2009,7118,0,3,39984,900,M,
2009,7119,0,3,39984,750,F,
2009,7120,0,3,39984,910,M,
2009,7121,0,3,39984,770,F,
2009,7122,0,0,39984,960,M,
2009,7123,0,4,39984,920,M,
2009,7124,3,3,39986,750,F,051698
2009,7125,0,3,39986,790,F,
2009,7126,0,3,39986,860,M,
2009,7127,0,3,39986,885,M,
2009,7128,0,3,39986,840,M,
2009,7129,0,3,39986,730,F,
2009,7130,0,3,39986,840,F,
2009,7131,0,3,39986,860,M,
2009,7132,0,3,39986,780,F,
2009,7133,3,3,39987,820,M,053473
2009,7134,0,3,39987,770,F,
2009,7135,0,3,39987,820,F,
2009,7136,0,3,39987,830,F,
2009,7137,0,3,39987,720,F,
2009,7138,0,4,39987,920,M,
2009,7139,0,3,39987,740,F,
2009,7140,0,3,39987,740,F,
2009,7141,0,3,39987,860,M,
2009,7142,0,3,39987,900,M,
2009,7143,0,4,39987,910,M,
2009,7144,0,3,39987,700,F,
2009,7145,0,3,39987,790,F,
2009,7146,0,3,39987,730,F,
2009,7147,0,3,39987,800,F,
2009,7148,0,3,39987,710,F,
2009,7149,0,3,39987,740,F,
2009,7150,0,3,39987,860,M,
2009,7151,3,3,39987,750,F,053468
2009,7152,0,3,39987,750,F,
2009,7153,0,3,39987,710,F,
2009,7156,0,3,39987,800,F,
2009,7157,3,3,39987,740,F,051698
2009,7158,0,3,39987,910,M,
2009,7159,0,3,39987,790,M,
2009,7160,3,3,39987,880,M,052368
2009,7161,3,3,39987,790,F,053473
2009,7162,0,3,39987,790,M,
2009,7163,3,3,39987,740,F,053472
2009,7164,0,3,39987,840,M,
2009,7165,0,3,39987,740,F,
2009,7166,3,3,39987,720,F,053469
2009,7167,0,3,39987,930,M,
2009,7168,0,3,39987,870,M,
2009,7169,0,3,39987,800,F,
2009,7170,3,3,39987,740,F,053469
2009,7171,0,3,39987,750,F,
2009,7172,0,3,39987,710,F,
2009,7173,0,3,39987,780,F,
2009,7174,0,3,39987,820,F,
2009,7175,0,3,39987,760,F,
2009,7176,0,3,39987,720,F,
2009,7177,0,3,39987,780,F,
2009,7178,0,3,39987,800,F,
2009,7179,0,3,39987,730,F,
2009,7180,3,3,39988,790,M,053470
2009,7181,0,0,39989,880,M,
2009,7182,3,3,39989,670,F,052368
2009,7183,0,3,39989,830,M,
2009,7184,3,4,39989,870,M,053470
2009,7185,0,3,39989,830,M,
2009,7186,0,3,39989,760,F,
2009,7187,0,3,39989,790,F,
2009,7188,0,3,39989,890,M,
2009,7189,0,3,39989,760,F,
2009,7190,0,3,39989,810,F,
2009,7191,0,3,39989,880,M,
2009,7192,0,3,39989,760,F,
2009,7193,0,3,39989,790,M,100000
2009,7194,0,3,39989,750,F,
2009,7195,3,3,39989,720,F,053473
2009,7196,0,3,39990,770,F,
2009,7197,0,3,39990,910,M,
2009,7198,0,3,39990,840,M,100000
2009,7199,0,3,39990,790,F,
2009,7200,0,3,39990,850,M,
2009,7201,0,3,39990,740,F,
2009,7202,3,3,39990,750,F,052490
2009,7203,0,3,39990,840,M,
2009,7204,0,3,39990,760,F,
2009,7205,0,3,39990,890,M,
2009,7206,3,3,39990,750,M,052368
2009,7207,3,3,39990,670,F,053470
2009,7208,0,3,39990,720,M,
2009,7209,0,3,39990,890,M,
2009,7210,0,3,39990,870,M,
2009,7211,0,3,39990,760,F,
2009,7212,3,3,39990,730,F,052493
2009,7213,0,3,39990,680,F,100000
2009,7214,0,3,39990,750,F,
2009,7215,3,3,39990,650,F,053468
2009,7216,3,3,39990,750,F,053471
2009,7217,0,3,39990,780,F,
2009,7218,0,2,39990,530,M,
2009,7219,3,3,39990,730,F,053469
2009,7220,0,3,39990,740,F,
2009,7221,0,3,39990,710,F,
2009,7222,0,3,39990,700,F,
2009,7223,0,3,39990,830,M,
2009,7224,0,3,39990,690,F,
2009,7225,0,3,39990,790,F,
2009,7226,0,3,39990,830,F,
2009,7227,0,4,39991,940,M,
2009,7228,0,3,39992,820,M,
2009,7229,0,3,39992,790,M,
2009,7230,0,3,39992,860,M,
2009,7231,0,3,39992,860,M,
2009,7232,0,3,39992,660,F,
2009,7233,0,3,39992,735,F,
2009,7234,0,0,39992,890,M,
2009,7235,0,3,39992,775,F,
2009,7236,3,3,39992,820,M,053469
2009,7237,0,3,39992,775,F,
2009,7238,3,3,39992,780,F,051698
2009,7239,0,3,39993,720,F,
2009,7240,0,3,39993,690,F,
2009,7241,0,3,39993,770,F,
2009,7242,0,3,39993,680,M,
2009,7243,0,4,39993,830,M,
2009,7244,0,0,39993,840,F,
2009,7245,0,3,39993,780,F,
2009,7246,0,3,39993,720,F,
2009,7247,0,3,39993,680,F,
2009,7248,0,3,39993,820,F,
2009,7249,0,3,39993,760,F,
2009,7250,3,3,39993,670,F,053473
2009,7251,0,3,39993,770,F,
2009,7252,0,3,39993,790,F,
2009,7253,0,0,39993,760,F,
2009,7254,0,3,39993,740,F,
2009,7255,0,3,39993,790,F,
2009,7256,0,3,39993,750,F,
2009,7257,0,3,39993,840,M,
2009,7258,0,3,39993,780,F,
2009,7259,0,3,39993,740,F,
2009,7260,0,3,39993,760,F,
2009,7261,0,3,39993,730,F,
2009,7262,0,3,39993,790,F,
2009,7263,0,3,39993,780,F,
2009,7264,0,0,39993,820,F,
2009,7265,0,3,39993,730,F,
2009,7266,0,3,39993,770,F,
2009,7267,0,3,39993,680,F,
2009,7268,0,3,39993,730,F,
2009,7269,3,3,39993,755,F,053470
2009,7270,0,3,39993,780,F,
2009,7271,0,3,39993,780,F,
2009,7272,0,3,39993,700,F,
2009,7273,0,3,39993,845,M,
2009,7274,0,3,39993,730,F,
2009,7275,0,3,39993,0,F,
2009,7276,0,3,39993,700,F,
2009,7277,0,3,39993,760,F,
2009,7278,3,3,39993,730,F,051698
2009,7279,0,3,39993,780,F,
2009,7281,0,3,39993,700,F,
2009,7282,0,3,39993,690,F,
2009,7283,0,3,39993,720,F,
2009,7284,0,0,39993,765,M,
2009,7285,0,4,39993,930,M,
2009,7286,0,3,39994,850,M,
2009,7287,0,3,39995,790,F,
2009,7288,0,3,39995,730,F,
2009,7289,3,4,39995,950,M,053468
2009,7290,0,3,39995,740,F,
2009,7291,0,3,39995,690,F,
2009,7292,0,3,39995,740,F,
2009,7293,3,3,39993,690,F,053473
2009,7294,0,3,39993,750,F,
2009,7295,0,3,39993,685,F,
2009,7296,0,3,39995,760,F,
2009,7297,0,3,39995,840,M,
2009,7298,0,3,39995,760,F,
2009,7300,0,3,39995,840,M,
2009,7301,0,3,39995,710,F,
2009,7302,0,3,39995,790,F,
2009,7303,0,3,39995,840,M,100000
2009,7304,0,3,39996,720,F,100000
2009,7305,0,3,39996,740,F,
2009,7306,0,3,39996,0,M,
2009,7307,0,2,39996,500,M,
2009,7308,0,3,39996,730,F,
2009,7309,0,3,39996,770,M,
2009,7310,0,3,39996,740,F,
2009,7311,0,3,39996,790,F,
2009,7312,0,3,39996,790,F,
2009,7313,0,2,39996,570,M,
2009,7314,0,3,39996,720,M,
2009,7315,0,3,39996,790,F,
2009,7316,0,3,39996,770,F,
2009,7317,0,3,39996,730,F,
2009,7318,0,3,39996,780,M,
2009,7319,0,3,39996,810,M,
2009,7320,0,4,39996,930,M,
2009,7321,0,3,39996,700,F,
2009,7322,0,3,39996,840,F,
2009,7323,0,3,39996,750,F,
2009,7324,0,3,39996,770,F,
2009,7325,0,3,39996,790,F,
2009,7326,0,3,39996,810,F,100000
2009,7327,0,3,39996,780,F,
2009,7328,0,3,39996,740,F,
2009,7329,0,3,39996,790,F,
2009,7330,0,3,39996,740,F,
2009,7331,0,3,39996,840,F,
2009,7332,0,3,39996,810,F,
2009,7333,0,3,39996,740,F,
2009,7334,0,3,39996,750,F,
2009,7335,0,3,39996,780,F,100000
2009,7336,0,3,39996,710,F,
2009,7337,0,4,39996,940,M,
2009,7338,0,3,39996,770,F,
2009,7339,0,3,39996,760,F,
2009,7340,3,4,39997,910,M,053468
2009,7341,0,3,39998,880,M,
2009,7342,0,3,39998,720,F,
2009,7343,0,3,39998,690,F,
2009,7344,0,3,39998,780,F,
2009,7345,0,3,39998,770,F,
2009,7346,0,3,39998,870,M,
2009,7347,0,3,39998,780,F,100000
2009,7348,0,3,39998,760,F,
2009,7349,0,3,39998,760,F,
2009,7350,0,3,39998,800,F,
2009,7351,0,3,39999,670,F,
2009,7352,0,3,39999,800,F,
2009,7353,0,3,39999,740,F,
2009,7354,0,2,39999,620,F,
2009,7355,0,3,39999,835,M,
2009,7356,0,3,39999,630,F,
2009,7357,0,3,39999,740,F,
2009,7358,0,3,39999,735,F,
2009,7359,3,3,39999,710,F,053466
2009,7360,3,3,39999,750,F,053468
2009,7361,0,3,39999,690,F,
2009,7362,0,3,39999,770,F,
2009,7363,0,3,39999,770,F,
2009,7364,0,3,39999,700,F,
2009,7365,0,3,39999,800,F,
2009,7366,0,3,39999,730,F,
2009,7367,3,4,39999,890,M,053466
2009,7368,3,3,39999,740,F,053468
2009,7369,3,3,39999,700,F,053468
2009,7370,0,3,39999,800,F,
2009,7371,0,3,39999,740,F,
2009,7372,0,3,39999,880,M,
2009,7373,0,3,39999,810,F,
2009,7374,0,3,39999,730,F,
2009,7375,0,3,39999,650,F,
2009,7376,0,3,39999,730,M,
2009,7377,0,3,39999,750,F,
2009,7378,0,3,39999,790,F,
2009,7379,0,3,39999,730,F,
2009,7380,0,3,39999,790,F,
2009,7381,0,3,39999,830,F,
2009,7382,0,3,39999,710,F,100000
2009,7383,0,3,39999,820,F,
2009,7384,0,3,39999,690,F,
2009,7385,0,3,39999,790,F,
2009,7386,0,3,39999,720,F,
2009,7387,0,3,39999,860,M,
2009,7388,0,3,39999,750,F,
2009,7389,0,3,39999,780,F,
2009,7390,0,3,39999,750,F,
2009,7391,0,3,39999,770,M,
2009,7392,0,3,39999,650,F,
2009,7393,0,3,39999,760,F,
2009,7394,0,3,39999,830,F,100000
2009,7395,0,3,39999,790,F,
2009,7396,0,3,39999,780,F,
2009,7397,0,3,39999,780,F,
2009,7398,0,3,39999,820,F,
2009,7399,0,3,39999,790,F,
2009,7400,0,3,39999,780,F,
2009,7401,0,3,39999,900,M,
2009,7402,0,3,39999,710,F,100000
2009,7403,0,3,39999,720,F,
2009,7404,3,3,40001,680,F,051680
2009,7405,0,3,40001,870,M,
2009,7406,0,3,40002,750,F,
2009,7407,3,3,40002,850,M,052490
2009,7408,0,3,40002,770,F,
2009,7409,0,3,40002,740,F,
2009,7410,0,3,40002,800,M,
2009,7411,0,4,40002,820,F,
2009,7412,0,3,40002,750,F,
2009,7413,0,3,40002,740,F,
2009,7414,0,3,40002,670,F,
2009,7415,0,3,40002,760,F,
2009,7416,3,3,40002,770,F,053469
2009,7417,3,4,40002,820,F,052492
2009,7418,0,3,40002,750,F,
2009,7419,0,3,40002,810,F,
2009,7420,0,3,40002,740,M,100000
2009,7421,0,3,40002,750,F,
2009,7422,0,3,40002,810,F,
2009,7423,0,3,40004,800,F,
2009,7424,0,3,40004,710,F,
2009,7425,0,3,40004,680,F,
2009,7426,0,3,40004,880,M,
2009,7427,0,3,40005,750,F,100000
2009,7428,0,3,40005,880,M,
2009,7429,0,3,40005,750,F,
2009,7430,0,3,40005,780,F,
2009,7431,0,3,40005,780,F,
2009,7432,0,3,40005,810,F,
2009,7433,0,3,40005,750,F,
2009,7434,0,3,40005,730,F,
2009,7435,0,3,40005,770,F,
2009,7436,0,3,40005,750,F,
2009,7437,0,3,40005,800,F,
2009,7438,3,3,40005,780,F,052492
2009,7439,0,3,40005,730,F,100000
2009,7440,0,3,40005,700,F,
2009,7441,0,4,40005,810,F,
2009,7442,0,3,40005,0,F,
2009,7443,3,3,40005,720,F,053473
2009,7444,0,3,40005,660,F,
2009,7445,0,3,40005,710,F,
2009,7446,3,3,40005,745,F,051680
2009,7447,0,3,40005,730,F,
2009,7448,0,3,40005,725,F,
2009,7449,0,3,40005,750,M,
2009,7450,0,3,40005,780,F,
2009,7451,0,3,40005,660,F,
2009,7452,0,3,40005,690,F,
2009,7453,0,3,40005,820,M,100000
2009,7454,0,3,40005,670,F,
2009,7455,0,3,40005,700,F,
2009,7456,0,3,40005,710,F,
2009,7457,3,3,40005,700,F,053399
2009,7458,0,3,40005,680,F,
2009,7459,0,3,40005,690,F,
2009,7460,0,3,40005,700,F,
2009,7461,3,3,40005,740,F,052368
2009,7462,3,3,40007,810,F,052492
2009,7463,0,2,40007,530,M,
2009,7464,0,3,40007,750,F,
2009,7465,0,0,40007,760,F,
2009,7466,3,4,40007,930,M,051698
2009,7467,0,0,40007,670,F,
2009,7468,0,3,40008,760,F,
2009,7469,3,3,40008,670,F,053470
2009,7470,0,3,40008,690,F,
2009,7471,0,3,40008,730,F,
2009,7472,0,3,40008,710,M,
2009,7473,0,3,40008,760,F,
2009,7474,0,3,40008,750,F,
2009,7475,3,3,40008,730,F,051682
2009,7476,3,3,40010,800,F,052492
2009,7477,0,3,40010,770,F,
2009,7478,0,3,40011,710,F,
2009,7479,0,3,40011,770,F,
2009,7480,0,3,40011,710,F,
2009,7481,0,3,40011,740,F,
2009,7482,0,3,40011,730,F,
2009,7483,3,3,40011,720,F,051698
2009,7484,0,3,40011,760,F,
2009,7485,0,3,40011,770,F,
2009,7486,0,3,40013,760,F,
2009,7487,0,3,40013,740,F,
2009,7488,0,4,40013,950,M,
2009,7489,0,3,40013,750,F,100000
2009,7490,0,3,40014,670,F,100000
2009,7491,0,3,40014,690,F,100000
2009,7492,0,3,40014,750,F,
2009,7493,0,3,40014,700,F,
2009,7494,0,3,40014,701,F,
2009,7495,3,3,40016,760,F,062338
2009,7496,0,3,40017,890,M,
2009,7497,0,3,40017,740,F,
2009,7498,0,3,40014,695,F,
2009,7499,3,3,40014,640,F,051682
2009,7500,0,4,40014,930,M,
2009,7501,0,3,40014,710,F,
2009,7502,3,4,40017,730,F,051698
2009,7503,0,0,40017,720,F,100000
2009,7504,0,0,40017,700,F,
2009,7505,0,3,40017,715,F,
2009,7506,0,3,40017,690,F,
2009,7507,3,3,40017,670,F,052491
2009,7508,0,3,40017,760,F,
2009,7509,3,3,40017,710,F,053468
2009,7510,0,3,40017,770,F,200000
2009,7511,0,3,40017,720,F,100000
2009,7512,0,3,40020,670,F,
2009,7513,0,3,40020,730,F,
2009,7514,3,3,40020,670,F,052492
2009,7515,3,0,40023,770,F,053399
2009,7516,3,3,40023,740,F,051697
2009,7517,0,3,40023,700,F,
2009,7518,3,3,40026,780,F,051680
2009,7519,0,3,40026,790,F,
2009,7520,0,3,40029,790,F,
2009,7521,0,3,40029,800,F,100000
2009,7522,0,3,40029,800,F,
2009,7523,3,3,40032,710,F,052492
2009,7524,3,3,40035,650,F,051682
2010,5001,0,0,40303,820,F,
2010,5002,3,3,40303,670,M,053990
2010,5003,0,3,40303,735,F,
2010,5004,0,4,40306,830,F,
2010,5006,0,3,40311,676,F,
2010,5008,3,3,40312,750,F,054607
2010,5009,0,4,40312,902,F,
2010,5010,0,0,40314,840,M,
2010,5012,0,4,40315,928,M,
2010,5013,0,4,40315,1038,M,
2010,5014,0,4,40320,785,F,
2010,5015,0,3,40321,740,F,
2010,5017,0,0,40321,770,F,
2010,5018,0,3,40321,705,F,
2010,5019,0,3,40321,860,F,
2010,5020,0,4,40321,850,F,
2010,5022,0,4,40323,940,F,
2010,5023,0,3,40323,720,F,
2010,5026,0,3,40324,830,M,
2010,5027,0,3,40326,695,F,
2010,5028,0,0,40329,985,M,
2010,5031,0,0,40330,885,F,
2010,5032,0,3,40330,738,F,
2010,5033,0,3,40333,749,F,
2010,5035,0,4,40335,1021,M,
2010,5036,0,3,40335,895,M,
2010,5038,0,4,40336,1032,M,
2010,5039,0,4,40336,1035,M,
2010,5040,0,4,40336,888,F,
2010,5042,0,0,40338,880,M,
2010,5043,4,3,40339,738,F,051680
2010,5045,0,3,40339,805,F,
2010,5047,0,3,40339,889,M,
2010,5048,0,3,40339,830,F,
2010,5050,0,3,40341,705,F,
2010,5051,0,3,40342,650,F,
2010,5052,0,3,40342,700,F,
2010,5053,0,4,40342,1050,M,
2010,5054,0,4,40342,1070,M,
2010,5055,0,3,40342,690,F,100000
2010,5056,0,4,40342,934,F,
2010,5057,0,4,40342,825,F,
2010,5058,0,3,40342,745,F,
2010,5059,0,4,40342,1041,M,
2010,5061,0,4,40344,935,M,
2010,5062,0,2,40344,568,F,
2010,5063,0,4,40344,990,M,
2010,5064,0,0,40344,790,F,
2010,5065,0,3,40345,800,F,
2010,5066,0,3,40345,746,F,
2010,5067,0,3,40345,700,F,
2010,5068,0,3,40345,680,F,
2010,5069,0,3,40345,700,F,300000
2010,5070,3,3,40347,802,M,054605
2010,5071,0,0,40347,860,M,
2010,5072,0,3,40347,873,M,
2010,5073,0,3,40348,795,F,
2010,5074,0,4,40348,1040,M,
2010,5075,0,0,40348,863,M,
2010,5076,0,3,40348,755,F,
2010,5077,0,3,40348,668,F,
2010,5078,0,3,40348,760,F,
2010,5079,0,3,40350,804,M,
2010,5080,0,4,40350,770,M,
2010,5081,0,3,40350,830,F,
2010,5082,0,3,40350,840,M,
2010,5083,0,3,40351,725,F,
2010,5084,0,3,40351,700,F,
2010,5085,0,0,40351,715,F,
2010,5086,0,3,40351,803,F,
2010,5087,0,4,40351,870,F,
2010,5088,0,3,40351,785,F,
2010,5089,0,4,40351,999,M,
2010,5090,3,3,40351,720,F,054607
2010,5091,0,3,40357,708,F,
2010,5092,0,3,40356,894,M,
2010,5093,0,3,40356,830,F,
2010,5094,0,3,40356,745,F,
2010,5095,0,0,40357,715,F,100000
2010,5096,3,3,40357,720,F,054607
2010,5097,0,3,40357,688,F,
2010,5098,0,3,40357,790,F,
2010,5099,0,3,40357,725,F,
2010,5100,0,3,40351,850,F,
2010,5101,0,4,40357,852,F,
2010,5102,0,3,40357,615,F,
2010,5103,0,3,40357,724,F,
2010,5104,0,3,40357,740,F,
2010,5106,0,3,40357,690,F,
2010,5107,0,4,40357,815,F,
2010,5108,0,3,40357,895,M,
2010,5109,0,3,40351,704,F,
2010,5110,0,3,40354,663,F,
2010,5111,0,3,40357,745,F,
2010,5112,0,0,40357,740,F,
2010,5113,0,3,40357,820,F,
2010,5114,0,0,40358,900,M,
2010,5116,0,0,40359,944,M,
2010,5117,0,0,40359,920,M,
2010,5118,3,3,40351,695,F,054554
2010,5119,0,3,40354,733,F,
2010,5120,0,3,40359,780,F,
2010,5122,0,3,40359,760,F,
2010,5123,0,4,40359,945,M,
2010,5124,0,3,40359,760,F,
2010,5125,0,3,40359,620,F,
2010,5126,0,3,40359,800,F,
2010,5127,0,3,40351,768,F,
2010,5128,0,4,40354,951,M,
2010,5129,0,3,40354,782,F,
2010,5130,0,3,40360,710,F,
2010,5131,0,3,40360,789,F,
2010,5132,0,3,40360,750,F,
2010,5133,0,4,40360,844,F,
2010,5135,0,3,40360,745,F,
2010,5136,0,3,40352,840,M,
2010,5138,0,4,40354,799,F,
2010,5139,0,3,40360,720,F,
2010,5141,0,3,40360,800,F,
2010,5142,0,3,40360,795,F,
2010,5143,0,3,40360,690,F,
2010,5144,4,3,40360,782,F,052368
2010,5145,0,3,40353,848,F,
2010,5146,0,3,40354,773,F,
2010,5147,0,3,40354,883,M,
2010,5149,0,0,40360,730,F,
2010,5150,0,3,40360,800,F,
2010,5151,0,3,40360,805,F,
2010,5152,0,3,40360,850,F,100000
2010,5153,0,4,40360,795,F,
