"","X","Sample_ID","collect_date","Escap_yr","sex","Exog_dist","Spot_no","Distance_um","Sr8786_norm","SE2","SrV","respot","Spot_size_um","Readage","fork_length","SrV2","SrVpercent","FWExit_dist","Habitat"
"680",680,"WR08-14","2008-05-26",2008,"Unknown",230,2,80,0.707299897,0.000422394,1.03544067,"n",55,NA,NA,NA,NA,648.6625,NA
"681",681,"WR08-14","2008-05-26",2008,"Unknown",230,3,138,0.706625427,0.000385612,0.965623763,"n",55,NA,NA,NA,NA,648.6625,NA
"682",682,"WR08-14","2008-05-26",2008,"Unknown",230,4,192,0.706018468,0.00036194,0.964819201,"n",55,NA,NA,NA,NA,648.6625,NA
"683",683,"WR08-14","2008-05-26",2008,"Unknown",230,5,246,0.705341309,0.000444798,0.910746986,"n",55,NA,NA,0.910746986,0.0458129116648126,648.6625,"SAC"
"684",684,"WR08-14","2008-05-26",2008,"Unknown",230,6,303,0.705066279,0.000433168,0.884990801,"n",55,NA,NA,0.884990801,0.0335451475217002,648.6625,"SAC"
"685",685,"WR08-14","2008-05-26",2008,"Unknown",230,7,357,0.705085761,0.00050143,0.814562725,"n",55,NA,NA,0.814562725,0,648.6625,"SAC"
"686",686,"WR08-14","2008-05-26",2008,"Unknown",230,8,413,0.705321239,0.000434864,0.922637646,"n",55,NA,NA,0.922637646,0.051476476062488,648.6625,"SAC"
"687",687,"WR08-14","2008-05-26",2008,"Unknown",230,9,460,0.705804997,0.000376814,1.173144442,"n",55,NA,NA,1.173144442,0.170793769736795,648.6625,"SAC"
"688",688,"WR08-14","2008-05-26",2008,"Unknown",230,16,474,0.706549928,0.00036298,1.146399486,"n",55,NA,NA,1.146399486,0.158055050387407,648.6625,"DEL"
"689",689,"WR08-14","2008-05-26",2008,"Unknown",230,10,512,0.706670839,0.000422282,1.119654529,"n",55,NA,NA,1.119654529,0.145316330561716,648.6625,"DEL"
"690",690,"WR08-14","2008-05-26",2008,"Unknown",230,17,527,0.706780219,0.000351724,1.162400621,"n",55,NA,NA,1.162400621,0.165676448905942,648.6625,"DEL"
"691",691,"WR08-14","2008-05-26",2008,"Unknown",230,11,567,0.706369672,0.00039254,1.205146712,"n",55,NA,NA,1.205146712,0.186036566773865,648.6625,"DEL"
"692",692,"WR08-14","2008-05-26",2008,"Unknown",230,18,588,0.706459582,0.000337034,1.419279418,"n",55,NA,NA,1.419279418,0.288028749720774,648.6625,"DEL"
"693",693,"WR08-14","2008-05-26",2008,"Unknown",230,12,634,0.707351481,0.000377148,1.633412124,"n",55,NA,NA,1.633412124,0.390020932667684,648.6625,"DEL"
"694",694,"WR08-14","2008-05-26",2008,"Unknown",230,13,684,0.709051463,0.000261068,2.404327438,"n",55,NA,NA,2.404327438,0.757210687146676,648.6625,NA
"695",695,"WR08-14","2008-05-26",2008,"Unknown",230,14,735,0.709202341,0.000288538,2.914063881,"n",55,NA,NA,2.914063881,1,648.6625,NA
"696",696,"WR08-14","2008-05-26",2008,"Unknown",230,15,788,0.709003934,0.00026271,2.750916695,"n",55,NA,NA,2.750916695,0.922292404777318,648.6625,NA
"697",697,"WR08-15","2008-05-23",2008,"Unknown",230,1,15,0.706331956,0.000281644,1.928946551,"n",55,NA,NA,NA,NA,643.992145260059,NA
"698",698,"WR08-15","2008-05-23",2008,"Unknown",230,2,51,0.706648664,0.000288622,2.006914782,"n",55,NA,NA,NA,NA,643.992145260059,NA
"699",699,"WR08-15","2008-05-23",2008,"Unknown",230,3,103,0.706274421,0.000232892,1.928333108,"n",55,NA,NA,NA,NA,643.992145260059,NA
"700",700,"WR08-15","2008-05-23",2008,"Unknown",230,4,155,0.705743842,0.000228866,2.186467165,"n",55,NA,NA,NA,NA,643.992145260059,NA
"701",701,"WR08-15","2008-05-23",2008,"Unknown",230,5,209,0.705374513,0.000231704,2.001362254,"n",55,NA,NA,NA,NA,643.992145260059,NA
"702",702,"WR08-15","2008-05-23",2008,"Unknown",230,6,260,0.705021748,0.000281138,2.085128093,"n",55,NA,NA,2.085128093,0,643.992145260059,"SAC"
"703",703,"WR08-15","2008-05-23",2008,"Unknown",230,7,319,0.705124353,0.000244428,2.18311837,"n",55,NA,NA,2.18311837,0.0349563414277222,643.992145260059,"SAC"
"704",704,"WR08-15","2008-05-23",2008,"Unknown",230,8,374,0.705198852,0.000234364,2.237474745,"n",55,NA,NA,2.237474745,0.0543470408057156,643.992145260059,"SAC"
"705",705,"WR08-15","2008-05-23",2008,"Unknown",230,9,437,0.705440886,0.000244254,2.260502701,"n",55,NA,NA,2.260502701,0.0625618669799345,643.992145260059,"SAC"
"706",706,"WR08-15","2008-05-23",2008,"Unknown",230,10,495,0.708440199,0.000235408,2.446949259,"n",55,NA,NA,2.446949259,0.129073461180976,643.992145260059,"AME"
"707",707,"WR08-15","2008-05-23",2008,"Unknown",230,11,546,0.708985519,0.000216874,2.443355468,"n",55,NA,NA,2.443355468,0.127791438218474,643.992145260059,"AME"
"708",708,"WR08-15","2008-05-23",2008,"Unknown",230,12,600,0.709030025,0.000213508,3.344670507,"n",55,NA,NA,3.344670507,0.449320034746726,643.992145260059,"AME"
"709",709,"WR08-15","2008-05-23",2008,"Unknown",230,13,651,0.709033156,0.0001826,4.029331028,"n",55,NA,NA,4.029331028,0.693560868295529,643.992145260059,NA
"710",710,"WR08-15","2008-05-23",2008,"Unknown",230,14,707,0.709073727,0.0001898,4.627777429,"n",55,NA,NA,4.627777429,0.90704630134056,643.992145260059,NA
"711",711,"WR08-15","2008-05-23",2008,"Unknown",230,15,760,0.709157753,0.000205716,4.888346994,"n",55,NA,NA,4.888346994,1,643.992145260059,NA
"712",712,"WR08-16","2008-05-26",2008,"Unknown",220,1,43,0.707542677,0.00023197,2.36447611,"n",55,NA,NA,NA,NA,568.0253,NA
"713",713,"WR08-16","2008-05-26",2008,"Unknown",220,2,63,0.707474186,0.000226506,2.468016921,"n",55,NA,NA,NA,NA,568.0253,NA
"714",714,"WR08-16","2008-05-26",2008,"Unknown",220,3,96,0.706981768,0.00025103,2.412022608,"n",55,NA,NA,NA,NA,568.0253,NA
"715",715,"WR08-16","2008-05-26",2008,"Unknown",220,4,162,0.706182546,0.000212866,2.572188399,"n",55,NA,NA,NA,NA,568.0253,NA
"716",716,"WR08-16","2008-05-26",2008,"Unknown",220,5,211,0.705637236,0.000235936,2.211818881,"n",55,NA,NA,NA,NA,568.0253,NA
"717",717,"WR08-16","2008-05-26",2008,"Unknown",220,6,262,0.705071175,0.000231098,2.188762768,"n",55,NA,NA,2.188762768,0.0935994087564646,568.0253,"SAC"
"718",718,"WR08-16","2008-05-26",2008,"Unknown",220,7,315,0.70501357,0.00023192,2.021542569,"n",55,NA,NA,2.021542569,0.0445480588428481,568.0253,"SAC"
"719",719,"WR08-16","2008-05-26",2008,"Unknown",220,8,367,0.705232272,0.000285604,1.86967447,"n",55,NA,NA,1.86967447,0,568.0253,"SAC"
"720",720,"WR08-16","2008-05-26",2008,"Unknown",220,9,419,0.705074217,0.000219008,1.920982007,"n",55,NA,NA,1.920982007,0.0150502389402899,568.0253,"SAC"
"721",721,"WR08-16","2008-05-26",2008,"Unknown",220,10,475,0.705493698,0.000246516,2.19516645,"n",55,NA,NA,2.19516645,0.0954778256486579,568.0253,"SAC"
"722",722,"WR08-16","2008-05-26",2008,"Unknown",220,11,527,0.706241166,0.00028015,2.922968776,"n",55,NA,NA,2.922968776,0.30896690635816,568.0253,"DEL"
"723",723,"WR08-16","2008-05-26",2008,"Unknown",220,12,581,0.708358812,0.000306762,4.114047366,"n",55,NA,NA,4.114047366,0.658350611449356,568.0253,NA
"724",724,"WR08-16","2008-05-26",2008,"Unknown",220,13,626,0.708961829,0.0001764,4.770709964,"n",55,NA,NA,4.770709964,0.850971999668625,568.0253,NA
"725",725,"WR08-16","2008-05-26",2008,"Unknown",220,14,685,0.709094287,0.0001692,4.869576146,"n",55,NA,NA,4.869576146,0.879972800510307,568.0253,NA
"726",726,"WR08-16","2008-05-26",2008,"Unknown",220,15,739,0.709224529,0.0001728,5.278759017,"n",55,NA,NA,5.278759017,1,568.0253,NA
"727",727,"WR08-17","2008-04-20",2008,"Unknown",230,1,48,0.706369656,0.000307986,2.272278693,"n",55,NA,NA,NA,NA,582.7302,NA
"728",728,"WR08-17","2008-04-20",2008,"Unknown",230,2,99,0.70656489,0.000271826,2.283434857,"n",55,NA,NA,NA,NA,582.7302,NA
"729",729,"WR08-17","2008-04-20",2008,"Unknown",230,3,156,0.705977175,0.000244858,2.377986054,"n",55,NA,NA,NA,NA,582.7302,NA
"730",730,"WR08-17","2008-04-20",2008,"Unknown",230,4,211,0.705526041,0.000285024,2.271940192,"n",55,NA,NA,NA,NA,582.7302,NA
"731",731,"WR08-17","2008-04-20",2008,"Unknown",230,5,265,0.70505537,0.000256162,2.113792234,"n",55,NA,NA,2.113792234,0.0405008718386014,582.7302,"SAC"
"732",732,"WR08-17","2008-04-20",2008,"Unknown",230,6,318,0.704824095,0.000300926,2.059373562,"n",55,NA,NA,2.059373562,0.0214136296876419,582.7302,"SAC"
"733",733,"WR08-17","2008-04-20",2008,"Unknown",230,7,380,0.704955463,0.000301616,2.098561308,"n",55,NA,NA,2.098561308,0.035158654506555,582.7302,"SAC"
"734",734,"WR08-17","2008-04-20",2008,"Unknown",230,8,446,0.705264422,0.000301508,2.138402652,"n",55,NA,NA,2.138402652,0.0491329275382028,582.7302,"SAC"
"735",735,"WR08-17","2008-04-20",2008,"Unknown",230,9,487,0.705404058,0.00027437,1.998322244,"n",55,NA,NA,1.998322244,0,582.7302,"SAC"
"736",736,"WR08-17","2008-04-20",2008,"Unknown",230,10,542,0.70653717,0.000369946,2.576042859,"n",55,NA,NA,2.576042859,0.202634369212581,582.7302,"DEL"
"737",737,"WR08-17","2008-04-20",2008,"Unknown",230,11,586,0.707955393,0.000299514,3.530474708,"n",55,NA,NA,3.530474708,0.537399462679969,582.7302,NA
"738",738,"WR08-17","2008-04-20",2008,"Unknown",230,12,637,0.708755038,0.000250344,4.466871147,"n",55,NA,NA,4.466871147,0.865838671569324,582.7302,NA
"739",739,"WR08-17","2008-04-20",2008,"Unknown",230,13,690,0.708996896,0.000298108,4.849371734,"n",55,NA,NA,4.849371734,1,582.7302,NA
"740",740,"WR08-17","2008-04-20",2008,"Unknown",230,14,748,0.709010379,0.000266044,4.486651374,"n",55,NA,NA,4.486651374,0.872776547277683,582.7302,NA
"741",741,"WR08-17","2008-04-20",2008,"Unknown",230,15,811,0.709038534,0.00023139,4.255063459,"n",55,NA,NA,4.255063459,0.791547541673856,582.7302,NA
"742",742,"WR08-18","2008-04-10",2008,"Unknown",230,1,24,0.707278938,0.000219232,2.198703378,"n",55,NA,NA,NA,NA,710.530011217125,NA
"743",743,"WR08-18","2008-04-10",2008,"Unknown",230,2,77,0.707109787,0.00028635,2.207495368,"n",55,NA,NA,NA,NA,710.530011217125,NA
"744",744,"WR08-18","2008-04-10",2008,"Unknown",230,3,130,0.706558021,0.000298024,2.135143132,"n",55,NA,NA,NA,NA,710.530011217125,NA
"745",745,"WR08-18","2008-04-10",2008,"Unknown",230,4,190,0.70560082,0.000313096,2.071581024,"n",55,NA,NA,NA,NA,710.530011217125,NA
"746",746,"WR08-18","2008-04-10",2008,"Unknown",230,5,241,0.705099027,0.000280534,2.293630353,"n",55,NA,NA,2.293630353,0.172920983573922,710.530011217125,"SAC"
"747",747,"WR08-18","2008-04-10",2008,"Unknown",230,6,297,0.704976074,0.000245254,1.962593421,"n",55,NA,NA,1.962593421,0.0505886721854288,710.530011217125,"SAC"
"748",748,"WR08-18","2008-04-10",2008,"Unknown",230,7,354,0.705170952,0.000275058,1.825698118,"n",55,NA,NA,1.825698118,0,710.530011217125,"SAC"
"749",749,"WR08-18","2008-04-10",2008,"Unknown",230,8,411,0.705146135,0.00026332,2.183793734,"n",55,NA,NA,2.183793734,0.132331652963018,710.530011217125,"SAC"
"750",750,"WR08-18","2008-04-10",2008,"Unknown",230,9,462,0.706561003,0.000340534,2.193137167,"n",55,NA,NA,2.193137167,0.13578445126044,710.530011217125,"AME"
"751",751,"WR08-18","2008-04-10",2008,"Unknown",230,10,514,0.708979301,0.00026291,2.409605357,"n",55,NA,NA,2.409605357,0.215778710102784,710.530011217125,"AME"
"752",752,"WR08-18","2008-04-10",2008,"Unknown",230,11,568,0.709290289,0.00031676,2.355181484,"n",55,NA,NA,2.355181484,0.195666760240937,710.530011217125,"AME"
"753",753,"WR08-18","2008-04-10",2008,"Unknown",230,12,621,0.709167209,0.000230954,2.507904938,"n",55,NA,NA,2.507904938,0.252104611504778,710.530011217125,"AME"
"754",754,"WR08-18","2008-04-10",2008,"Unknown",230,13,673,0.709030377,0.00025545,3.075248183,"n",55,NA,NA,3.075248183,0.461762217054052,710.530011217125,"AME"
"755",755,"WR08-18","2008-04-10",2008,"Unknown",230,14,734,0.709072592,0.000234008,3.947160554,"n",55,NA,NA,3.947160554,0.783971147121864,710.530011217125,NA
"756",756,"WR08-18","2008-04-10",2008,"Unknown",230,15,789,0.709135105,0.000240916,4.531744691,"n",55,NA,NA,4.531744691,1,710.530011217125,NA
"757",757,"WR08-19","2008-04-08",2008,"Unknown",200,1,80,0.707215021,0.000265656,2.458031718,"n",55,NA,NA,NA,NA,648.986944397739,NA
"758",758,"WR08-19","2008-04-08",2008,"Unknown",200,2,97,0.707055577,0.000246736,2.516104746,"n",55,NA,NA,NA,NA,648.986944397739,NA
"759",759,"WR08-19","2008-04-08",2008,"Unknown",200,3,136,0.706502071,0.000286802,2.301787655,"n",55,NA,NA,NA,NA,648.986944397739,NA
"760",760,"WR08-19","2008-04-08",2008,"Unknown",200,4,176,0.706091965,0.00026504,2.108728176,"n",55,NA,NA,NA,NA,648.986944397739,NA
"761",761,"WR08-19","2008-04-08",2008,"Unknown",200,5,220,0.705126819,0.0001924,2.281933577,"n",55,NA,NA,2.281933577,0.178677775401793,648.986944397739,"SAC"
"762",762,"WR08-19","2008-04-08",2008,"Unknown",200,6,273,0.705142229,0.000273478,2.269868042,"n",55,NA,NA,2.269868042,0.175284578996124,648.986944397739,"SAC"
"763",763,"WR08-19","2008-04-08",2008,"Unknown",200,7,328,0.705066837,0.000261882,2.032904471,"n",55,NA,NA,2.032904471,0.108643196132313,648.986944397739,"SAC"
"764",764,"WR08-19","2008-04-08",2008,"Unknown",200,8,380,0.705132203,0.000277148,1.813947259,"n",55,NA,NA,1.813947259,0.0470657505607972,648.986944397739,"SAC"
"765",765,"WR08-19","2008-04-08",2008,"Unknown",200,9,427,0.705829043,0.000424632,1.646590763,"n",55,NA,NA,1.646590763,0,648.986944397739,"SAC"
"766",766,"WR08-19","2008-04-08",2008,"Unknown",200,10,475,0.706630085,0.000391288,1.849857493,"n",55,NA,NA,1.849857493,0.0571648035191231,648.986944397739,"AME"
"767",767,"WR08-19","2008-04-08",2008,"Unknown",200,11,549,0.708341709,0.000298214,2.196535319,"n",55,NA,NA,2.196535319,0.1546611808541,648.986944397739,"AME"
"768",768,"WR08-19","2008-04-08",2008,"Unknown",200,12,605,0.709181835,0.000265616,3.015577808,"n",55,NA,NA,3.015577808,0.385000907170839,648.986944397739,"AME"
"769",769,"WR08-19","2008-04-08",2008,"Unknown",200,13,672,0.708977697,0.000249892,4.505006978,"n",55,NA,NA,4.505006978,0.803873813025627,648.986944397739,NA
"770",770,"WR08-19","2008-04-08",2008,"Unknown",200,14,710,0.709109835,0.000241824,5.111397441,"n",55,NA,NA,5.111397441,0.974409304363857,648.986944397739,NA
"771",771,"WR08-19","2008-04-08",2008,"Unknown",200,15,757,0.709264713,0.00028201,5.202392891,"n",55,NA,NA,5.202392891,1,648.986944397739,NA
"772",772,"WR08-20","2008-06-23",2008,"Unknown",220,1,25,0.707547985,0.000297342,1.95720609,"n",55,NA,NA,NA,NA,632.9735,NA
"773",773,"WR08-20","2008-06-23",2008,"Unknown",220,2,80,0.7072974,0.000358246,1.831600886,"n",55,NA,NA,NA,NA,632.9735,NA
"774",774,"WR08-20","2008-06-23",2008,"Unknown",220,3,134,0.707019684,0.00027302,1.952777925,"n",55,NA,NA,NA,NA,632.9735,NA
"775",775,"WR08-20","2008-06-23",2008,"Unknown",220,4,182,0.706201652,0.000322582,1.753673844,"n",55,NA,NA,NA,NA,632.9735,NA
"776",776,"WR08-20","2008-06-23",2008,"Unknown",220,5,236,0.705604182,0.000409536,1.977118203,"n",55,NA,NA,1.977118203,0.137271858042246,632.9735,"SAC"
"777",777,"WR08-20","2008-06-23",2008,"Unknown",220,6,286,0.704795128,0.00036118,1.750788721,"n",55,NA,NA,1.750788721,0.0498889695992343,632.9735,"SAC"
"778",778,"WR08-20","2008-06-23",2008,"Unknown",220,7,347,0.705027325,0.000348086,1.852560019,"n",55,NA,NA,1.852560019,0.0891815527008671,632.9735,"SAC"
"779",779,"WR08-20","2008-06-23",2008,"Unknown",220,8,402,0.704793833,0.000466066,1.621571836,"n",55,NA,NA,1.621571836,0,632.9735,"SAC"
"780",780,"WR08-20","2008-06-23",2008,"Unknown",220,9,454,0.704881303,0.000414822,1.804541907,"n",55,NA,NA,1.804541907,0.0706423801323546,632.9735,"SAC"
"781",781,"WR08-20","2008-06-23",2008,"Unknown",220,10,510,0.705330242,0.000333684,2.244188797,"n",55,NA,NA,2.244188797,0.240384363384837,632.9735,"SAC"
"782",782,"WR08-20","2008-06-23",2008,"Unknown",220,11,567,0.70580832,0.000350252,2.562547108,"n",55,NA,NA,2.562547108,0.36329839353765,632.9735,"SAC"
"783",783,"WR08-20","2008-06-23",2008,"Unknown",220,12,644,0.708191235,0.00032256,3.424033256,"n",55,NA,NA,3.424033256,0.695907063431941,632.9735,NA
"784",784,"WR08-20","2008-06-23",2008,"Unknown",220,13,697,0.708755567,0.00023917,3.6577939,"n",55,NA,NA,3.6577939,0.786159027500054,632.9735,NA
"785",785,"WR08-20","2008-06-23",2008,"Unknown",220,14,736,0.708853501,0.000219406,3.896447489,"n",55,NA,NA,3.896447489,0.878300094407595,632.9735,NA
"786",786,"WR08-20","2008-06-23",2008,"Unknown",220,15,778,0.708908341,0.00021356,4.211661109,"n",55,NA,NA,4.211661109,1,632.9735,NA
"787",787,"WR08-21","2008-06-20",2008,"Unknown",230,1,34,0.707807297,0.000271202,1.97710396,"n",55,NA,NA,NA,NA,746.5,NA
"788",788,"WR08-21","2008-06-20",2008,"Unknown",230,2,94,0.707541957,0.00029701,1.898385954,"n",55,NA,NA,NA,NA,746.5,NA
"789",789,"WR08-21","2008-06-20",2008,"Unknown",230,3,154,0.706493387,0.000240108,1.965186915,"n",55,NA,NA,NA,NA,746.5,NA
"790",790,"WR08-21","2008-06-20",2008,"Unknown",230,4,213,0.705989723,0.000295244,1.930469003,"n",55,NA,NA,NA,NA,746.5,NA
"791",791,"WR08-21","2008-06-20",2008,"Unknown",230,5,265,0.705194559,0.000249642,2.143629731,"n",55,NA,NA,2.143629731,0.156486938794466,746.5,"SAC"
"792",792,"WR08-21","2008-06-20",2008,"Unknown",230,6,321,0.705126642,0.000284284,1.795805292,"n",55,NA,NA,1.795805292,0.00831634764336409,746.5,"SAC"
"793",793,"WR08-21","2008-06-20",2008,"Unknown",230,7,380,0.704908443,0.000319962,1.839543217,"n",55,NA,NA,1.839543217,0.0269483742531233,746.5,"SAC"
"794",794,"WR08-21","2008-06-20",2008,"Unknown",230,8,433,0.704652031,0.000257062,1.826478553,"n",55,NA,NA,1.826478553,0.0213829257940214,746.5,"LAS"
"795",795,"WR08-21","2008-06-20",2008,"Unknown",230,9,481,0.703991012,0.000281866,1.891504212,"n",55,NA,NA,1.891504212,0.0490833667455556,746.5,"LAS"
"796",796,"WR08-21","2008-06-20",2008,"Unknown",230,10,543,0.704295246,0.000291104,1.776283004,"n",55,NA,NA,1.776283004,0,746.5,"LAS"
"797",797,"WR08-21","2008-06-20",2008,"Unknown",230,11,595,0.704509054,0.000280102,1.794098781,"n",55,NA,NA,1.794098781,0.00758938681104641,746.5,"LAS"
"798",798,"WR08-21","2008-06-20",2008,"Unknown",230,12,648,0.704350384,0.000271036,1.897366405,"n",55,NA,NA,1.897366405,0.0515806168086883,746.5,"LAS"
"799",799,"WR08-21","2008-06-20",2008,"Unknown",230,13,709,0.706479286,0.00024823,2.691056118,"n",55,NA,NA,2.691056118,0.389686456363449,746.5,"DEL"
"800",800,"WR08-21","2008-06-20",2008,"Unknown",230,14,770,0.708708981,0.000226598,3.800301082,"n",55,NA,NA,3.800301082,0.862216456037403,746.5,NA
"801",801,"WR08-21","2008-06-20",2008,"Unknown",230,15,830,0.708929441,0.0001954,4.12374235,"n",55,NA,NA,4.12374235,1,746.5,NA
"802",802,"WR08-22","2008-05-30",2008,"Unknown",230,1,165,0.705742757,0.00025535,2.110314583,"n",NA,NA,NA,NA,NA,571.4087,NA
"803",803,"WR08-22","2008-05-30",2008,"Unknown",230,2,199,0.705329786,0.000235338,2.125403206,"n",NA,NA,NA,NA,NA,571.4087,NA
"804",804,"WR08-22","2008-05-30",2008,"Unknown",230,3,233,0.704965447,0.000210468,2.058323043,"n",NA,NA,NA,2.058323043,0.0982045259136832,571.4087,"SAC"
"805",805,"WR08-22","2008-05-30",2008,"Unknown",230,4,267,0.705137215,0.000190728,2.088184665,"n",NA,NA,NA,2.088184665,0.137177373299966,571.4087,"SAC"
"806",806,"WR08-22","2008-05-30",2008,"Unknown",230,5,280.25,0.705137214,0.000229708,2.231223609,"n",NA,NA,NA,2.231223609,0.323859628363238,571.4087,"SAC"
"807",807,"WR08-22","2008-05-30",2008,"Unknown",230,6,293.5,0.704989137,0.000247196,2.063499234,"n",NA,NA,NA,2.063499234,0.104960049839518,571.4087,"SAC"
"808",808,"WR08-22","2008-05-30",2008,"Unknown",230,7,306.75,0.705113322,0.000185869,1.983077157,"n",NA,NA,NA,1.983077157,0,571.4087,"SAC"
"809",809,"WR08-22","2008-05-30",2008,"Unknown",230,8,320,0.705085996,0.000244156,2.054942964,"n",NA,NA,NA,2.054942964,0.0937931344956086,571.4087,"SAC"
"810",810,"WR08-22","2008-05-30",2008,"Unknown",230,9,333.25,0.704465619,0.00020338,2.34151285,"n",NA,NA,NA,2.34151285,0.467799758535735,571.4087,"LAS"
"811",811,"WR08-22","2008-05-30",2008,"Unknown",230,10,346.5,0.704433269,0.000157901,2.441298114,"n",NA,NA,NA,2.441298114,0.59803099196545,571.4087,"LAS"
"812",812,"WR08-22","2008-05-30",2008,"Unknown",230,11,359.75,0.704322106,0.000196183,2.39449067,"n",NA,NA,NA,2.39449067,0.53694190003488,571.4087,"LAS"
"813",813,"WR08-22","2008-05-30",2008,"Unknown",230,12,373,0.704302919,0.000199057,2.55996286,"n",NA,NA,NA,2.55996286,0.752902118389527,571.4087,"LAS"
"814",814,"WR08-22","2008-05-30",2008,"Unknown",230,13,386.25,0.70431295,0.000240732,2.60931781,"n",NA,NA,NA,2.60931781,0.817315998322358,571.4087,"LAS"
"815",815,"WR08-22","2008-05-30",2008,"Unknown",230,14,399.5,0.704348068,0.000153873,2.667150164,"n",NA,NA,NA,2.667150164,0.892793864408516,571.4087,"LAS"
"816",816,"WR08-22","2008-05-30",2008,"Unknown",230,16,412.75,0.704309743,0.000193571,2.694459643,"n",NA,NA,NA,2.694459643,0.928435871974813,571.4087,"LAS"
"817",817,"WR08-22","2008-05-30",2008,"Unknown",230,15,426,0.704707284,0.000191871,2.749293228,"n",NA,NA,NA,2.749293228,1,571.4087,"SAC"
"818",818,"WR08-22","2008-05-30",2008,"Unknown",230,NA,502.3333333,0.706454925,0.000195503,3.817127979,"y",NA,NA,NA,NA,NA,571.4087,"DEL"
"819",819,"WR08-22","2008-05-30",2008,"Unknown",230,NA,578.6666667,0.707996584,0.000151416,4.246029383,"y",NA,NA,NA,NA,NA,571.4087,NA
"820",820,"WR08-22","2008-05-30",2008,"Unknown",230,NA,655,0.708593739,0.000157328,4.136427841,"y",NA,NA,NA,NA,NA,571.4087,NA
"821",821,"WR08-22","2008-05-30",2008,"Unknown",230,NA,697.5,0.708795808,0.000141058,4.212207945,"y",NA,NA,NA,NA,NA,571.4087,NA
"822",822,"WR08-22","2008-05-30",2008,"Unknown",230,NA,740,0.708844618,0.000140603,4.418323596,"y",NA,NA,NA,NA,NA,571.4087,NA
"823",823,"WR08-24","2008-05-26",2008,"Unknown",230,1,28,0.707513546,0.000283336,2.588977235,"n",55,NA,NA,NA,NA,615.7341,NA
"824",824,"WR08-24","2008-05-26",2008,"Unknown",230,2,88,0.707332381,0.000298366,1.93793695,"n",55,NA,NA,NA,NA,615.7341,NA
"825",825,"WR08-24","2008-05-26",2008,"Unknown",230,3,145,0.70644118,0.000353366,1.827300183,"n",55,NA,NA,NA,NA,615.7341,NA
"826",826,"WR08-24","2008-05-26",2008,"Unknown",230,4,199,0.705718008,0.000299404,1.932094711,"n",55,NA,NA,NA,NA,615.7341,NA
"827",827,"WR08-24","2008-05-26",2008,"Unknown",230,5,254,0.70520584,0.000296832,1.910790224,"n",55,NA,NA,1.910790224,0.160038089534443,615.7341,"SAC"
"828",828,"WR08-24","2008-05-26",2008,"Unknown",230,6,313,0.705183075,0.000322872,1.647832753,"n",55,NA,NA,1.647832753,0.0888941147915198,615.7341,"Unassigned"
"829",829,"WR08-24","2008-05-26",2008,"Unknown",230,7,362,0.705239053,0.000343562,1.61658825,"n",55,NA,NA,1.61658825,0.0804408157700701,615.7341,"Unassigned"
"830",830,"WR08-24","2008-05-26",2008,"Unknown",230,8,421,0.706267584,0.000373902,1.511507289,"n",55,NA,NA,1.511507289,0.0520108297083846,615.7341,"Unassigned"
"831",831,"WR08-24","2008-05-26",2008,"Unknown",230,16,430,0.705914257,0.000353282,1.655751346,"n",55,NA,NA,1.655751346,0.0910365151509737,615.7341,"Unassigned"
"832",832,"WR08-24","2008-05-26",2008,"Unknown",230,9,475,0.705214117,0.000343492,1.319268434,"n",55,NA,NA,1.319268434,0,615.7341,"SAC"
"833",833,"WR08-24","2008-05-26",2008,"Unknown",230,10,536,0.705255165,0.000410424,1.503869052,"n",55,NA,NA,1.503869052,0.0499442805506751,615.7341,"SAC"
"834",834,"WR08-24","2008-05-26",2008,"Unknown",230,11,593,0.707175065,0.000459352,2.381049417,"n",55,NA,NA,2.381049417,0.287268200252307,615.7341,"DEL"
"835",835,"WR08-24","2008-05-26",2008,"Unknown",230,12,646,0.708748541,0.000229278,3.793630594,"n",55,NA,NA,3.793630594,0.669446501544293,615.7341,NA
"836",836,"WR08-24","2008-05-26",2008,"Unknown",230,13,699,0.708844339,0.000271438,4.303323484,"n",55,NA,NA,4.303323484,0.807345523598728,615.7341,NA
"837",837,"WR08-24","2008-05-26",2008,"Unknown",230,14,759,0.708919583,0.000235232,4.996257667,"n",55,NA,NA,4.996257667,0.994821056529527,615.7341,NA
"838",838,"WR08-24","2008-05-26",2008,"Unknown",230,15,821,0.709173402,0.000255982,5.015399722,"n",55,NA,NA,5.015399722,1,615.7341,NA
"839",839,"WR08-25","2008-06-25",2008,"Unknown",200,1,66,0.706803122,0.000319888,1.783862146,"n",55,NA,NA,NA,NA,638.4242,NA
"840",840,"WR08-25","2008-06-25",2008,"Unknown",200,2,117,0.706252421,0.000294994,1.883386445,"n",55,NA,NA,NA,NA,638.4242,NA
"841",841,"WR08-25","2008-06-25",2008,"Unknown",200,3,161,0.705745933,0.000300178,1.743603102,"n",55,NA,NA,NA,NA,638.4242,NA
"842",842,"WR08-25","2008-06-25",2008,"Unknown",200,4,221,0.705087992,0.00027267,2.089936424,"n",55,NA,NA,2.089936424,0.109025849637002,638.4242,"SAC"
"843",843,"WR08-25","2008-06-25",2008,"Unknown",200,5,266,0.705131799,0.000311778,1.806167841,"n",55,NA,NA,1.806167841,0.0209129835323866,638.4242,"SAC"
